created_at,user/id,user/id_str,user/name,user/screen_name,user/location,user/description,user/url,user/protected,user/followers_count,user/friends_count,user/listed_count,user/created_at,user/favourites_count,user/utc_offset,user/time_zone,user/geo_enabled,user/verified,user/statuses_count,user/lang,user/contributors_enabled,user/is_translator,user/is_translation_enabled,user/profile_background_color,user/profile_background_image_url,user/profile_background_image_url_https,user/profile_background_tile,user/profile_image_url,user/profile_image_url_https,user/profile_banner_url,user/profile_link_color,user/profile_sidebar_border_color,user/profile_sidebar_fill_color,user/profile_text_color,user/profile_use_background_image,user/has_extended_profile,user/default_profile,user/default_profile_image,user/following,user/follow_request_sent,user/notifications,user/translator_type,label,user/entities/url/urls/0/url,user/entities/url/urls/0/expanded_url,user/entities/url/urls/0/display_url,user/entities/url/urls/0/indices/0,user/entities/url/urls/0/indices/1,user/entities/description/urls/0/url,user/entities/description/urls/0/expanded_url,user/entities/description/urls/0/display_url,user/entities/description/urls/0/indices/0,user/entities/description/urls/0/indices/1,user/entities/description/urls/1/url,user/entities/description/urls/1/expanded_url,user/entities/description/urls/1/display_url,user/entities/description/urls/1/indices/0,user/entities/description/urls/1/indices/1,user/entities/description/urls/2/url,user/entities/description/urls/2/expanded_url,user/entities/description/urls/2/display_url,user/entities/description/urls/2/indices/0,user/entities/description/urls/2/indices/1,user/entities/description/urls/3/url,user/entities/description/urls/3/expanded_url,user/entities/description/urls/3/display_url,user/entities/description/urls/3/indices/0,user/entities/description/urls/3/indices/1,user/entities/description/urls/4/url,user/entities/description/urls/4/expanded_url,user/entities/description/urls/4/display_url,user/entities/description/urls/4/indices/0,user/entities/description/urls/4/indices/1
Mon Jan 21 23:14:15 +0000 2019,4113621027,4113621027,Voice of LA,DailyQuestionB,,Welcome! This is a fully automated account dedicated to gathering the voices of Los Angeles City. No responsibility taken for accounts followed/tweets tweeted.,,false,737,495,1050,Wed Nov 04 18:00:49 +0000 2015,43,,,false,false,143657,en,false,false,false,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/661985187396517888/WjjsJMOt_normal.jpg,https://pbs.twimg.com/profile_images/661985187396517888/WjjsJMOt_normal.jpg,https://pbs.twimg.com/profile_banners/4113621027/1446664542,1DA1F2,C0DEED,DDEEF6,333333,true,false,true,false,false,false,false,none,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Sep 09 13:13:21 +0000 2018,78687173,78687173,Ciudad Bizarra,CiudadBizarra,"Valencia, Venezuela","Pelabola certificado, con comentarios que tratan de colarse en las pupilas gustativas del colectivo.  Para contactos CiudadBizarraNews@Gmail.com",,false,1119109,374322,3931,Wed Sep 30 19:27:05 +0000 2009,48,,,true,false,175531,es,false,false,false,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,true,http://pbs.twimg.com/profile_images/635984337742204928/fGRCWNsQ_normal.png,https://pbs.twimg.com/profile_images/635984337742204928/fGRCWNsQ_normal.png,https://pbs.twimg.com/profile_banners/78687173/1440465636,FF8C00,FFFFFF,C0DFEC,FFFFFF,true,true,false,false,false,false,false,regular,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 23:51:34 +0000 2019,60851517,60851517,동아일보,dongamedia,대한민국,세상의 모든 뉴스와 콘텐츠를 당신의 손안에!,http://t.co/xsUiSszJF1,false,108697,30302,1612,Tue Jul 28 08:34:53 +0000 2009,57,,,false,true,72968,ko,false,false,false,352726,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,false,http://pbs.twimg.com/profile_images/770784583629479936/N7t2Pkij_normal.jpg,https://pbs.twimg.com/profile_images/770784583629479936/N7t2Pkij_normal.jpg,https://pbs.twimg.com/profile_banners/60851517/1503622924,1B95E0,FFFFFF,FFAE00,3E4415,true,false,false,false,false,false,false,none,bot,http://t.co/xsUiSszJF1,http://www.donga.com,donga.com,0,22,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Jan 22 00:32:47 +0000 2019,62159419,62159419,Eladio García,buscavuelos,"Burgos, España","Información sobre viajes y turismo, vuelos, aerolíneas, destinos y hoteles. Consejos y ofertas para viajar.
Todos los precios de los vuelos en tiempo real.",http://t.co/9LX2C3KUX9,false,105321,88844,1143,Sun Aug 02 00:58:09 +0000 2009,3747,,,false,false,372745,es,false,false,false,F5F8FD,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,true,http://pbs.twimg.com/profile_images/2047248930/logo_egc_buscavuelos-02_normal.jpg,https://pbs.twimg.com/profile_images/2047248930/logo_egc_buscavuelos-02_normal.jpg,https://pbs.twimg.com/profile_banners/62159419/1448398886,0084B4,000000,FCF9C7,333333,true,false,false,false,false,false,false,none,bot,http://t.co/9LX2C3KUX9,http://www.comprarvuelosbaratos.com/,comprarvuelosbaratos.com,0,22,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Nov 18 20:03:14 +0000 2018,27109378,27109378,Stephanie Wilson,Crazy_Golfer,"Brisbane, Australia",I'm the future world #1 women's golfer and there's nothing you can do about it :) Now working at @smqueue as Community Champion,,false,86649,54354,1467,Fri Mar 27 22:03:00 +0000 2009,156,,,false,false,124241,en,false,false,false,C6E2EE,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,true,http://pbs.twimg.com/profile_images/1139218554/twinwaters2010_normal.jpg,https://pbs.twimg.com/profile_images/1139218554/twinwaters2010_normal.jpg,https://pbs.twimg.com/profile_banners/27109378/1392962958,1F98C7,C6E2EE,DAECF4,663B12,true,false,false,false,false,false,false,none,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thu Jan 17 03:02:54 +0000 2019,349481001,349481001,The Best Of Aries,AriesLicious,21 Maret - 19 April,"Yuk share fakta-fakta tentang #Aries versi kamu, dengan format - @AriesLicious [Fakta] [@IDtwitterKamu] #AkuAries",,false,96098,3,83,Sat Aug 06 04:57:23 +0000 2011,20,,,true,false,19374,en,false,false,false,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/436688323352866816/Xh6-YysT_normal.jpeg,https://pbs.twimg.com/profile_images/436688323352866816/Xh6-YysT_normal.jpeg,https://pbs.twimg.com/profile_banners/349481001/1382296262,1DA1F2,C0DEED,DDEEF6,333333,true,false,true,false,false,false,false,none,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thu Apr 20 03:59:32 +0000 2017,4849801408,4849801408,guardando user,hereforsantoni,,That's my girls,,false,24,57,0,Tue Jan 26 13:19:34 +0000 2016,6,,,false,false,169,pt,false,false,false,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/739647235374338049/IwlkMDrk_normal.jpg,https://pbs.twimg.com/profile_images/739647235374338049/IwlkMDrk_normal.jpg,https://pbs.twimg.com/profile_banners/4849801408/1453814767,ABB8C2,000000,000000,000000,false,false,false,false,false,false,false,none,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 19:27:14 +0000 2019,415745334,415745334,Definitely A Douche,DefinitelyaDbag,,All things that make someone...Definitely a Douchebag,,false,86958,71070,176,Fri Nov 18 19:12:08 +0000 2011,77,,,true,false,84655,en,false,false,false,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,true,http://pbs.twimg.com/profile_images/418623246062608384/2fygsaB1_normal.jpeg,https://pbs.twimg.com/profile_images/418623246062608384/2fygsaB1_normal.jpeg,,0084B4,FFFFFF,DDEEF6,333333,true,false,false,false,false,false,false,none,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jun 11 15:35:22 +0000 2018,924967777,924967777,zz,ilhoononly,,비투비 ✧ 아이유 ✧ 에이오에이✧ 라붐 ✧ 악뮤 ✧ 보미 ✧ 레이디스 코드 ✧ 현아 graduated from kpop life aka 987655242 lightyears away from updates but will still listen to baes,,false,840,248,11,Sun Nov 04 08:50:27 +0000 2012,4550,,,true,false,89591,en,false,false,false,FFFFFF,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,true,http://pbs.twimg.com/profile_images/1004638626846687235/wPib0YOf_normal.jpg,https://pbs.twimg.com/profile_images/1004638626846687235/wPib0YOf_normal.jpg,https://pbs.twimg.com/profile_banners/924967777/1459837642,6193A1,FFFFFF,FFFFFF,000000,true,true,false,false,false,false,false,none,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 22:09:28 +0000 2019,865209535,865209535,خبير ايفون 👨🏻‍💻,iMrabtich,iMrabtich@hotmail.com,هنا ستجد الشروحات والاخبار التقنية وتطبيقات الايفون والايباد المفيدة،للاعلانات هنا @afa9_ads او واتساب 0599866212 الحساب بادارة @Q8app @khal0d99 @mrabtich,https://t.co/dxxOuWKJkT,false,220029,100,1120,Sat Oct 06 19:43:12 +0000 2012,234,,,true,false,42804,ar,false,false,false,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,false,http://pbs.twimg.com/profile_images/972260125586219008/XZLmxrse_normal.jpg,https://pbs.twimg.com/profile_images/972260125586219008/XZLmxrse_normal.jpg,https://pbs.twimg.com/profile_banners/865209535/1546351382,0099B9,5ED4DC,95E8EC,3C3940,true,true,false,false,false,false,false,regular,bot,https://t.co/dxxOuWKJkT,https://api.whatsapp.com/send?phone=966599866212,api.whatsapp.com/send?phone=966…,0,23,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 23:27:58 +0000 2019,47302521,47302521,Diario HOY,hoyextremadura,Extremadura,Diario HOY de Extremadura. Toda la actualidad. Sigue a nuestros periodistas http://t.co/2dE04XWtQA…,http://t.co/0P3CZjLIhz,false,127736,163,866,Mon Jun 15 10:01:02 +0000 2009,63,,,true,true,164305,es,false,false,false,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/921252339058659328/9K8OF72U_normal.jpg,https://pbs.twimg.com/profile_images/921252339058659328/9K8OF72U_normal.jpg,https://pbs.twimg.com/profile_banners/47302521/1443612434,B30018,FFFFFF,DDFFCC,333333,true,false,false,false,false,false,false,none,bot,http://t.co/0P3CZjLIhz,http://www.hoy.es,hoy.es,0,22,http://t.co/2dE04XWtQA,https://twitter.com/hoyextremadura,twitter.com/hoyextremadura,76,98,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 21:50:56 +0000 2019,1336196760,1336196760,قبيلة عتيبة(الهيلا١),alhila_1,#عتيبة الهيلا,الحساب الاول لقبيلة عتيبة على تويتر,,false,58343,19149,70,Mon Apr 08 09:48:29 +0000 2013,15,,,false,false,41425,ar,false,false,false,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/994639121741176833/suZ2gNlV_normal.jpg,https://pbs.twimg.com/profile_images/994639121741176833/suZ2gNlV_normal.jpg,https://pbs.twimg.com/profile_banners/1336196760/1525942394,1DA1F2,C0DEED,DDEEF6,333333,true,false,true,false,false,false,false,none,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 17:00:38 +0000 2019,321125740,321125740,محمد المويزري,Almuwaizri,Kuwait,تقني مهتم في عالـم التكنولوجيا وشغف التطبيقات ، هنا ستجدون شروحات للبرامج وطرق تحميك من الاختراقات ومقارنه بين الاجهزة الذكيـة | للإعلان واتساب 50777444-965+,https://t.co/E2sEkBERk7,false,859161,226,855,Tue Jun 21 02:12:57 +0000 2011,1084,,,true,false,75562,en,false,false,false,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/916450691140419585/iOxDUboB_normal.jpg,https://pbs.twimg.com/profile_images/916450691140419585/iOxDUboB_normal.jpg,https://pbs.twimg.com/profile_banners/321125740/1507570932,1DA1F2,C0DEED,DDEEF6,333333,true,true,true,false,false,false,false,regular,bot,https://t.co/E2sEkBERk7,http://muwaizri.com,muwaizri.com,0,23,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Jul 24 00:18:16 +0000 2018,1004764640486854700,1004764640486854656,lupita,jaurehave,,the bar is going to close and I here thinking of seeing you for the last time,,false,96,137,0,Thu Jun 07 16:38:52 +0000 2018,128,,,false,false,331,en,false,false,false,F5F8FA,,,false,http://pbs.twimg.com/profile_images/1016036395150962688/PpZff4yL_normal.jpg,https://pbs.twimg.com/profile_images/1016036395150962688/PpZff4yL_normal.jpg,https://pbs.twimg.com/profile_banners/1004764640486854656/1528389937,1DA1F2,C0DEED,DDEEF6,333333,true,false,true,false,false,false,false,none,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Oct 22 17:12:44 +0000 2018,2920864913,2920864913,Chistes En Twits,ChistesEnTwits,Dominican Republic,"Chistes, Indirectas y Frases para que pases buen rato en Twitter. CONTACTO/PUBLICIDAD: johanpublicidad@yahoo.com",https://t.co/4Y60Z8l9fI,false,33270,1883,50,Sun Dec 14 04:14:44 +0000 2014,578,,,false,false,2902,es,false,false,false,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/557407726381174784/3SIf2tft_normal.jpeg,https://pbs.twimg.com/profile_images/557407726381174784/3SIf2tft_normal.jpeg,https://pbs.twimg.com/profile_banners/2920864913/1423437380,9266CC,000000,000000,000000,false,false,false,false,false,false,false,none,bot,https://t.co/4Y60Z8l9fI,http://datosdemodas.com,datosdemodas.com,0,23,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 18:16:57 +0000 2019,35287180,35287180,Jean Marc Morandini,morandiniblog,Paris (France),Journaliste et Producteur - Global Media - Pescivegetarien - Retweets and follows are not endorsements - @NRJ12lachaine @cnews @NonStopPeople @morandini_live,https://t.co/psKn2O2eeP,false,676229,3047,3292,Sat Apr 25 19:21:48 +0000 2009,2133,,,true,true,180252,fr,false,false,false,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,false,http://pbs.twimg.com/profile_images/1069599280862777344/EgPuoQL0_normal.jpg,https://pbs.twimg.com/profile_images/1069599280862777344/EgPuoQL0_normal.jpg,https://pbs.twimg.com/profile_banners/35287180/1502960051,009999,FFFFFF,EFEFEF,333333,true,false,false,false,false,false,false,none,bot,https://t.co/psKn2O2eeP,http://www.jeanmarcmorandini.com,jeanmarcmorandini.com,0,23,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 22:30:06 +0000 2019,47923477,47923477,ComputerHoy.com,computerhoy,,"Tecnología, gadgets, informática e Internet. Informamos en la web como lo hacemos también en la revista de #tecnología más vendida en España.",https://t.co/ZBoEnbvsBj,false,231235,390,1769,Wed Jun 17 10:53:38 +0000 2009,589,,,true,true,109862,es,false,false,false,F2EFEF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/972023620028518400/DgeQ7-0w_normal.jpg,https://pbs.twimg.com/profile_images/972023620028518400/DgeQ7-0w_normal.jpg,https://pbs.twimg.com/profile_banners/47923477/1425932070,DD2E44,FFFFFF,DDEEF6,333333,false,false,false,false,false,false,false,none,bot,https://t.co/ZBoEnbvsBj,https://computerhoy.com/,computerhoy.com,0,23,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 22:32:04 +0000 2019,18219976,18219976,Globo,RedeGlobo,Brazil,Perfil oficial da Globo.,http://t.co/8xk1u9pmIt,false,11672962,549,16046,Thu Dec 18 17:44:57 +0000 2008,4379,,,true,true,149194,pt,false,false,false,E4E8F3,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/1075436922036764677/W-hc95kG_normal.jpg,https://pbs.twimg.com/profile_images/1075436922036764677/W-hc95kG_normal.jpg,https://pbs.twimg.com/profile_banners/18219976/1547640290,6471AD,FFFFFF,F8F8F8,333333,true,false,false,false,false,false,false,regular,bot,http://t.co/8xk1u9pmIt,http://www.redeglobo.com.br,redeglobo.com.br,0,22,,,,,,,,,,,,,,,,,,,,,,,,,
Thu Jan 26 02:04:31 +0000 2017,184824665,184824665,LATech Admissions,TechAdmissions,"Ruston, LA",We want to help you experience Louisiana Tech University & become a Bulldog!,http://t.co/IMfQTmfHIT,false,1339,106,15,Mon Aug 30 15:38:03 +0000 2010,2827,,,true,false,2579,en,false,false,false,002F8B,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,true,http://pbs.twimg.com/profile_images/715188439860264960/27buYTRm_normal.jpg,https://pbs.twimg.com/profile_images/715188439860264960/27buYTRm_normal.jpg,https://pbs.twimg.com/profile_banners/184824665/1459371177,002F8B,C0DEED,DDEEF6,333333,true,true,false,false,false,false,false,none,bot,http://t.co/IMfQTmfHIT,http://admissions.latech.edu/,admissions.latech.edu,0,22,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 21:45:32 +0000 2019,2288138575,2288138575,PODEMOS,ahorapodemos,Facebook: http://ow.ly/ueEX9,Un país feminista y donde nadie se quede fuera. La España que nació el 15M. Construimos contigo una mayoría para recuperar la dignidad y los derechos #SíSePuede,https://t.co/YeVlBl6Wsr,false,1348625,1550,5707,Sun Jan 12 12:50:51 +0000 2014,1582,,,false,true,96880,es,false,false,false,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/1086188519410843653/fOWUafYI_normal.jpg,https://pbs.twimg.com/profile_images/1086188519410843653/fOWUafYI_normal.jpg,https://pbs.twimg.com/profile_banners/2288138575/1537282952,006600,FFFFFF,DDEEF6,333333,false,false,false,false,false,false,false,none,bot,https://t.co/YeVlBl6Wsr,http://podemos.info,podemos.info,0,23,,,,,,,,,,,,,,,,,,,,,,,,,
Sat Dec 29 14:58:46 +0000 2018,1424000143,1424000143,Chris Jeffries,ChrisJeffries24,Germany,"#ChrisJeffries Is a creative professional, musician, designer, programmer, animator and animal lover",https://t.co/CEtTC1WfMn,false,1462,1013,587,Sun May 12 20:32:35 +0000 2013,41910,,,false,false,94122,en,false,false,false,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,false,http://pbs.twimg.com/profile_images/1005249832095764481/sVPDVorg_normal.jpg,https://pbs.twimg.com/profile_images/1005249832095764481/sVPDVorg_normal.jpg,https://pbs.twimg.com/profile_banners/1424000143/1528505248,FAB81E,000000,000000,000000,false,true,false,false,false,false,false,none,bot,https://t.co/CEtTC1WfMn,http://chrisjeffries.de,chrisjeffries.de,0,23,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Sep 17 23:37:20 +0000 2017,366417743,366417743,こどもbot,anknown_zero,,こどもbotです。本垢→@fujii_syana 　リフォローは自動です♪,,false,770,983,6,Fri Sep 02 04:13:13 +0000 2011,13,,,true,false,189136,ja,false,false,false,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,true,http://pbs.twimg.com/profile_images/1881533258/1101yuruyuri_0051_normal.jpg,https://pbs.twimg.com/profile_images/1881533258/1101yuruyuri_0051_normal.jpg,,0E6A8C,FF0022,0015FF,FA3AE4,true,false,false,false,false,false,false,none,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 21:06:40 +0000 2019,203145074,203145074,Claro El Salvador,claroelsalvador,,La compañía de telefonía celular más grande de El Salvador. Nuestros horarios de servicio al cliente son: Lunes a domingo son de: 8:00 a.m. a 10:00 p.m.,https://t.co/Ig7y5ecwJL,false,117564,43968,157,Fri Oct 15 16:44:10 +0000 2010,414,,,true,true,136194,es,false,false,false,DD2E44,http://abs.twimg.com/images/themes/theme17/bg.gif,https://abs.twimg.com/images/themes/theme17/bg.gif,false,http://pbs.twimg.com/profile_images/670232045159747584/K3zX40ZT_normal.png,https://pbs.twimg.com/profile_images/670232045159747584/K3zX40ZT_normal.png,https://pbs.twimg.com/profile_banners/203145074/1547754262,DD2E44,C0DEED,DDEEF6,333333,true,false,false,false,false,false,false,none,bot,https://t.co/Ig7y5ecwJL,http://www.claro.com.sv,claro.com.sv,0,23,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 21:03:04 +0000 2019,40589808,40589808,Benji Brown,benjibrown1,Saturn ☄️,"Official Twitter Of Comedian Benji Brown

For Booking Contact: William Rodriguez              wrodriguez@gersh.com 
(310) 205-5885",https://t.co/iot2PVvw9X,false,95341,175,488,Sun May 17 02:19:45 +0000 2009,393,,,true,true,54321,en,false,false,false,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,false,http://pbs.twimg.com/profile_images/864237505033449472/hcpCB1H5_normal.jpg,https://pbs.twimg.com/profile_images/864237505033449472/hcpCB1H5_normal.jpg,https://pbs.twimg.com/profile_banners/40589808/1498695658,2FC2EF,181A1E,252429,666666,true,false,false,false,false,false,false,none,bot,https://t.co/iot2PVvw9X,http://www.benjibrownshow.com,benjibrownshow.com,0,23,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 18:34:50 +0000 2019,30323859,30323859,Carlos Sánchez,carloscomic,Santo Domingo,"Stand Up Comic. Si soy gracioso doy risa, sino no.",https://t.co/wMDSbhupGN,false,110397,49,200,Fri Apr 10 21:59:42 +0000 2009,1224,,,true,false,37415,es,false,false,false,352726,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,false,http://pbs.twimg.com/profile_images/978885263609954307/ze9EtWX9_normal.jpg,https://pbs.twimg.com/profile_images/978885263609954307/ze9EtWX9_normal.jpg,https://pbs.twimg.com/profile_banners/30323859/1487285692,FF691F,829D5E,99CC33,3E4415,true,true,false,false,false,false,false,none,bot,https://t.co/wMDSbhupGN,https://www.carloscomic.com,carloscomic.com,0,23,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 21:22:36 +0000 2019,112431151,112431151,onemichile,onemichile,Chile,Cuenta oficial de la Oficina Nacional de Emergencia del Ministerio del Interior y Seguridad Pública (ONEMI),http://t.co/WMFGpQG02G,false,1418304,140,2789,Mon Feb 08 13:36:38 +0000 2010,550,,,true,true,69733,es,false,false,false,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/983763394904969216/NGwhVqX__normal.jpg,https://pbs.twimg.com/profile_images/983763394904969216/NGwhVqX__normal.jpg,https://pbs.twimg.com/profile_banners/112431151/1522846128,0084B4,FFFFFF,DDEEF6,333333,true,false,false,false,false,false,false,none,bot,http://t.co/WMFGpQG02G,http://www.onemi.cl,onemi.cl,0,22,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 22:02:52 +0000 2019,79194034,79194034,Dinçer Güner,dincerguner,İstanbul,"Astrolog, Yazar, Köşe Yazarı @gazetesozcu @MarieClaireTR  Danışmanlık ve Eğitim #astroloji  ♉♏
https://t.co/1LwGWmcGIJ",https://t.co/4AA9Rtptqu,false,134135,21629,272,Fri Oct 02 14:26:02 +0000 2009,223,,,true,false,137517,tr,false,false,false,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,false,http://pbs.twimg.com/profile_images/431337504591974400/w9fZC4KB_normal.jpeg,https://pbs.twimg.com/profile_images/431337504591974400/w9fZC4KB_normal.jpeg,https://pbs.twimg.com/profile_banners/79194034/1354756105,1B95E0,A8C7F7,C0DFEC,333333,true,true,false,false,false,false,false,none,bot,https://t.co/4AA9Rtptqu,http://www.sozcu.com.tr/astroloji,sozcu.com.tr/astroloji,0,23,https://t.co/1LwGWmcGIJ,http://www.sorumgeldi.com,sorumgeldi.com,95,118,,,,,,,,,,,,,,,,,,,,
Sun Jan 20 17:58:57 +0000 2019,3989896755,3989896755,LucyBradshawJeweller,LucyBradshaw555,"West Sussex, England",Unique handmade sterling silver jewellery with a twist of colour Winner of @theopaphitis #SBS @Jacqueline_Gold #WOW seen in #Vogue #Tatler #FemaleEntrepreneur,https://t.co/cFvqG7C1aQ,false,1718,1552,119,Sun Oct 18 21:55:40 +0000 2015,3122,,,true,false,6214,en-gb,false,false,false,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/911099881825165312/Wg1EuNVX_normal.jpg,https://pbs.twimg.com/profile_images/911099881825165312/Wg1EuNVX_normal.jpg,https://pbs.twimg.com/profile_banners/3989896755/1485039803,1DA1F2,C0DEED,DDEEF6,333333,true,false,true,false,false,false,false,none,bot,https://t.co/cFvqG7C1aQ,http://www.lucybradshaw.co.uk,lucybradshaw.co.uk,0,23,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 21:34:48 +0000 2019,4477044201,4477044201,blackbullpromote4.7k🤙🤙🔥,blackbullrt,"South Carolina, USA",Im a promoter and fetish model for anyone who need the help proflie and cover pic @bossyassdelilah @diamonddivine0 #WIP my group rt group dm to join,,false,5043,4077,230,Mon Dec 14 03:46:21 +0000 2015,56234,,,true,false,204793,en,false,false,false,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/967535387462729730/tmYREj0g_normal.jpg,https://pbs.twimg.com/profile_images/967535387462729730/tmYREj0g_normal.jpg,https://pbs.twimg.com/profile_banners/4477044201/1540773381,DD2E44,000000,000000,000000,false,true,false,false,false,false,false,none,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 21:13:46 +0000 2019,1342608199,1342608199,خالد,kh2013aled818,الخبر ,لا تكْثر من الشَّكوَىَ فَيَأْتيكَ الهمْ ، لكِـن أكْثِر مِنْ الَحمْدُ لِلّـَّه تَأتيكَ السَّعَآدَه ـ.. ' ' لمشاهدة تغريداتي روح للمفضلة,,false,789,1505,0,Wed Apr 10 18:43:54 +0000 2013,59,,,false,false,27872,ar,false,false,false,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/545553136266387456/4xTQ5Vkr_normal.jpeg,https://pbs.twimg.com/profile_images/545553136266387456/4xTQ5Vkr_normal.jpeg,https://pbs.twimg.com/profile_banners/1342608199/1417963515,1DA1F2,C0DEED,DDEEF6,333333,true,false,true,false,false,false,false,none,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
